Tipo;CodigoSingular;NomeSingular;TipoSingular;RegistroANS;CodigoTipoRecebimento;DescricaoTipoRecebimento;NumeroDocumento;Descricao;ValorBruto;TaxaAdministrativa;Subtotal;IRRF;OutrosTributos;ValorLiquido
A receber;9;Uniodonto Belo Horizonte;Prestadora;409791009;3;Taxa de Manutenção;10152703;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;9;Uniodonto Belo Horizonte;Prestadora;409791009;4;Fundo de Marketing;10152831;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;155;Uniodonto Braganca Paulista;Prestadora;;3;Taxa de Manutenção;10152778;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;155;Uniodonto Braganca Paulista;Prestadora;;4;Fundo de Marketing;10152907;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;63;Uniodonto Patrocinio;Prestadora;;3;Taxa de Manutenção;10152736;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;63;Uniodonto Patrocinio;Prestadora;;4;Fundo de Marketing;10152865;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;192;Uniodonto Curitiba;Prestadora;314315192;2;Repasse em Custo Operacional;10152689/149486;CO - 06/2025;89,64;0;89,64;0;0;89,64
A receber;190;UNIODONTO SANTA CATARINA COOPERATIVA ODONTOLOGICA;Prestadora;;2;Repasse em Custo Operacional;10152688/149485;CO - 06/2025;2235,06;0;2235,06;33,53;0;2201,53
A receber;176;Uniodonto Nova Iguacu;Prestadora;314315176;4;Fundo de Marketing;10152919;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;176;Uniodonto Nova Iguacu;Prestadora;314315176;3;Taxa de Manutenção;10152790;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;192;Uniodonto Curitiba;Prestadora;314315192;3;Taxa de Manutenção;10152697;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;192;Uniodonto Curitiba;Prestadora;314315192;4;Fundo de Marketing;10152826;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;176;Uniodonto Nova Iguacu;Prestadora;314315176;2;Repasse em Custo Operacional;10152687/149484;CO - 06/2025;163,4;0;163,4;0;0;163,4
A receber;63;Uniodonto Patrocinio;Prestadora;;2;Repasse em Custo Operacional;10152674/149471;CO - 06/2025;631,84;0;631,84;0;0;631,84
A receber;101;UNIODONTO CENTRO OESTE PAULISTA - COOPERATIVA ODONTOLOGICA;Prestadora;354821;4;Fundo de Marketing;10152886;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;101;UNIODONTO CENTRO OESTE PAULISTA - COOPERATIVA ODONTOLOGICA;Prestadora;354821;3;Taxa de Manutenção;10152757;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
