Tipo;CodigoSingular;NomeSingular;TipoSingular;RegistroANS;CodigoTipoRecebimento;DescricaoTipoRecebimento;NumeroDocumento;Descricao;ValorBruto;TaxaAdministrativa;Subtotal;IRRF;OutrosTributos;ValorLiquido
A pagar;157;Uniodonto Rio Grande Litoral;Operadora;367966;2;Repasse em Custo Operacional;16265;CO - 07/2025;415,08;0;415,08;0;0;415,08
A pagar;900;Federacao Paulista;Operadora;361593;2;Repasse em Custo Operacional;89982;CUSTO OPERACIONAL;26316,36;0;26316,36;394,75;0;25921,61
A pagar;15;Uniodonto Uberaba;Operadora;370568;2;Repasse em Custo Operacional;1220930/202500000024657;CO - 06/2025;46,44;0;46,44;0;0;46,44
A pagar;56;Uniodonto Sul Goiano;Operadora;358339;2;Repasse em Custo Operacional;17418;CO 08/2025;2557,44;0;2557,44;38,36;0;2519,08
A pagar;62;Uniodonto Mato Grosso;Operadora;343404;2;Repasse em Custo Operacional;18152/25F;COMP.: 07.2025.;3132;0;3132;46,98;0;3085,02
A pagar;167;Uniodonto Arapiraca;Operadora;403512;2;Repasse em Custo Operacional;2025070877;FATURA;665,64;0;665,64;0;0;665,64
A receber;183;Uniodonto Missoes;Prestadora;;3;Taxa de Manutenção;10164840;TAXA DE MANUTENCAO;123,42;0;123,42;0;0;123,42
A receber;5;Uniodonto Erechim;Prestadora;;3;Taxa de Manutenção;10164834;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;192;Uniodonto Curitiba;Prestadora;314315192;3;Taxa de Manutenção;10164486;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;192;Uniodonto Curitiba;Prestadora;314315192;4;Fundo de Marketing;10164585;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;63;Uniodonto Patrocinio;Prestadora;;3;Taxa de Manutenção;10164526;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;63;Uniodonto Patrocinio;Prestadora;;4;Fundo de Marketing;10164624;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;155;Uniodonto Braganca Paulista;Prestadora;;3;Taxa de Manutenção;10164566;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;155;Uniodonto Braganca Paulista;Prestadora;;4;Fundo de Marketing;10164661;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A pagar;49;Uniodonto Araguari;Prestadora;370568049;2;Repasse em Custo Operacional;;CO - 07/2025;51,12;0;51,12;0;0;51,12
A receber;2;Uniodonto Santos;Prestadora;;6;Outros;10164681;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;233,34;0;233,34;0;0;233,34
A receber;191;UNIODONTO CENTRO OESTE MINAS;Prestadora;344451191;4;Fundo de Marketing;10164584;FUNDO DE MARKETING;64,18;0;64,18;0;0;64,18
A pagar;192;Uniodonto Curitiba;Prestadora;314315192;2;Repasse em Custo Operacional;3420;CO - 08/2025;4844,16;0;4844,16;72,66;0;4771,5
A receber;190;UNIODONTO SANTA CATARINA COOPERATIVA ODONTOLOGICA;Prestadora;;3;Taxa de Manutenção;10164581;TAXA DE MANUTENCAO;4813,38;0;4813,38;0;0;4813,38
A receber;190;UNIODONTO SANTA CATARINA COOPERATIVA ODONTOLOGICA;Prestadora;;4;Fundo de Marketing;10164677;FUNDO DE MARKETING;1925,35;0;1925,35;0;0;1925,35
A receber;49;Uniodonto Araguari;Prestadora;370568049;3;Taxa de Manutenção;10164837;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;49;Uniodonto Araguari;Prestadora;370568049;4;Fundo de Marketing;10164615;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;2;Uniodonto Santos;Prestadora;;2;Repasse em Custo Operacional;10164758/154746;CO - 07/2025;297,88;0;669,4;0;0;297,88
A receber;9;Uniodonto Belo Horizonte;Prestadora;409791009;3;Taxa de Manutenção;10164492;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;5;Uniodonto Erechim;Prestadora;;4;Fundo de Marketing;10164841;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;183;Uniodonto Missoes;Prestadora;;4;Fundo de Marketing;10164845;FUNDO DE MARKETING;49,37;0;49,37;0;0;49,37
A receber;114;Uniodonto Nova Friburgo;Prestadora;345822;6;Outros;10164903;Referente protocolo 31431520250527000046;400;0;400;0;0;400
A receber;164;Uniodonto Sul Catarinense;Prestadora;;4;Fundo de Marketing;10164667;FUNDO DE MARKETING;128,36;0;128,36;0;0;128,36
A receber;114;Uniodonto Nova Friburgo;Prestadora;345822;6;Outros;10164904;Referente protocolo 31431520250527000019;1080;0;1080;0;0;1080
A receber;9;Uniodonto Belo Horizonte;Prestadora;409791009;4;Fundo de Marketing;10164820;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A pagar;176;Uniodonto Nova Iguacu;Prestadora;314315176;2;Repasse em Custo Operacional;;CO - 07/2025;1374,84;0;1374,84;20,62;0;1354,22
A pagar;176;Uniodonto Nova Iguacu;Prestadora;314315176;1;Repasse em Pré-pagamento;;RPP;49198,38;0;49198,38;737,98;0;48460,4
A pagar;114;Uniodonto Nova Friburgo;Prestadora;345822;1;Repasse em Pré-pagamento;434;Repasse;9684,9;0;9684,9;145,27;0;9539,63
A receber;176;Uniodonto Nova Iguacu;Prestadora;314315176;6;Outros;;"Desconto adiantamento de RPP	";10000;0;10000;0;0;10000
A receber;164;Uniodonto Sul Catarinense;Prestadora;;3;Taxa de Manutenção;10164572;TAXA DE MANUTENCAO;320,89;0;320,89;0;0;320,89
A receber;191;UNIODONTO CENTRO OESTE MINAS;Prestadora;344451191;3;Taxa de Manutenção;10164485;TAXA DE MANUTENCAO;160,45;0;160,45;0;0;160,45
A receber;139;Uniodonto Circuito das Aguas;Prestadora;;3;Taxa de Manutenção;10164657;TAXA DE MANUTENCAO;320,89;0;320,89;0;0;320,89
A pagar;155;Uniodonto Braganca Paulista;Prestadora;;2;Repasse em Custo Operacional;357;intercambio;992,16;0;992,16;14,88;0;977,28
A receber;78;UNIODONTO DE ITABUNA;Prestadora;402010;6;Outros;10164710;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;101;UNIODONTO CENTRO OESTE PAULISTA - COOPERATIVA ODONTOLOGICA;Prestadora;354821;4;Fundo de Marketing;10164643;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;101;UNIODONTO CENTRO OESTE PAULISTA - COOPERATIVA ODONTOLOGICA;Prestadora;354821;3;Taxa de Manutenção;10164546;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;14;Uniodonto Passo Fundo;Prestadora;305421014;4;Fundo de Marketing;10164591;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;14;Uniodonto Passo Fundo;Prestadora;305421014;3;Taxa de Manutenção;10164493;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;192;Uniodonto Curitiba;Prestadora;314315192;6;Outros;10164680;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;175;0;175;0;0;175
A pagar;101;UNIODONTO CENTRO OESTE PAULISTA - COOPERATIVA ODONTOLOGICA;Prestadora;354821;2;Repasse em Custo Operacional;175170/12841;CO - 08/2025;3243,6;0;3243,6;48,65;0;3194,95
A pagar;5;Uniodonto Erechim;Prestadora;;2;Repasse em Custo Operacional;15399/25;Fatura de intercâmbio;7739,9;0;7739,9;116,1;0;7623,8
A receber;78;UNIODONTO DE ITABUNA;Prestadora;402010;4;Fundo de Marketing;10164632;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;78;UNIODONTO DE ITABUNA;Prestadora;402010;3;Taxa de Manutenção;10164534;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;49;Uniodonto Araguari;Prestadora;370568049;6;Outros;10164700;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A pagar;78;UNIODONTO DE ITABUNA;Prestadora;402010;2;Repasse em Custo Operacional;;PRODUÇÃO 07;500,4;0;500,4;0;0;500,4
A pagar;190;UNIODONTO SANTA CATARINA COOPERATIVA ODONTOLOGICA;Prestadora;;2;Repasse em Custo Operacional;25313;AURORA;229882,51;0;229882,51;3448,24;0;226434,27
A pagar;190;UNIODONTO SANTA CATARINA COOPERATIVA ODONTOLOGICA;Prestadora;;2;Repasse em Custo Operacional;25272;CUSTO OPERACIONAL;40168,8;0;40168,8;602,53;0;39566,27
A receber;176;Uniodonto Nova Iguacu;Prestadora;314315176;2;Repasse em Custo Operacional;10164803/154791;CO - 07/2025;72,96;0;72,96;0;0;72,96
A receber;2;Uniodonto Santos;Prestadora;;4;Fundo de Marketing;10164586;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;139;Uniodonto Circuito das Aguas;Prestadora;;4;Fundo de Marketing;10164562;FUNDO DE MARKETING;128,36;0;128,36;0;0;128,36
A receber;114;Uniodonto Nova Friburgo;Prestadora;345822;4;Fundo de Marketing;10164648;FUNDO DE MARKETING;128,36;0;128,36;0;0;128,36
A receber;114;Uniodonto Nova Friburgo;Prestadora;345822;3;Taxa de Manutenção;10164551;TAXA DE MANUTENCAO;320,89;0;320,89;0;0;320,89
A receber;190;UNIODONTO SANTA CATARINA COOPERATIVA ODONTOLOGICA;Prestadora;;2;Repasse em Custo Operacional;10164805/154793;CO - 07/2025;151,7;0;151,7;0;0;151,7
A receber;192;Uniodonto Curitiba;Prestadora;314315192;2;Repasse em Custo Operacional;10164806/154794;CO - 07/2025;387,18;0;387,18;0;0;387,18
A receber;2;Uniodonto Santos;Prestadora;;3;Taxa de Manutenção;10164487;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A pagar;14;Uniodonto Passo Fundo;Prestadora;305421014;2;Repasse em Custo Operacional;6013;72025;8099,28;0;8099,28;121,49;0;7977,79
A pagar;5;Uniodonto Erechim;Prestadora;;2;Repasse em Custo Operacional;15381/25;Fatura de Intercâmbio;25831,8;0;25831,8;387,48;0;25444,32
A pagar;192;Uniodonto Curitiba;Prestadora;314315192;1;Repasse em Pré-pagamento;3431;REPASSE PRE PAGAMENTO;33338,38;0;33338,38;500,08;0;32838,3
A pagar;2;Uniodonto Santos;Prestadora;;2;Repasse em Custo Operacional;19268;jul/25;2030,4;0;2030,4;30,46;0;1999,94
A receber;176;Uniodonto Nova Iguacu;Prestadora;314315176;4;Fundo de Marketing;10164673;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;176;Uniodonto Nova Iguacu;Prestadora;314315176;3;Taxa de Manutenção;10164578;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A pagar;164;Uniodonto Sul Catarinense;Prestadora;;2;Repasse em Custo Operacional;3658;SERVICOS PRESTADOS;192,06;0;192,06;0;0;192,06
A pagar;63;Uniodonto Patrocinio;Prestadora;;2;Repasse em Custo Operacional;;CO - 07/2025;179,28;0;179,28;0;0;179,28
A pagar;9;Uniodonto Belo Horizonte;Prestadora;409791009;2;Repasse em Custo Operacional;2025184;CO - 07/2025;4321,08;0;4321,08;64,82;0;4256,26
